DesviacionEstandar,Uniformidad,Entropia,SIFT_0,SIFT_1,SIFT_2,SIFT_3,SIFT_4,SIFT_5,SIFT_6,SIFT_7,SIFT_8,SIFT_9,SIFT_10,SIFT_11,SIFT_12,SIFT_13,SIFT_14,SIFT_15,SIFT_16,SIFT_17,SIFT_18,SIFT_19,SIFT_20,SIFT_21,SIFT_22,SIFT_23,SIFT_24,SIFT_25,SIFT_26,SIFT_27,SIFT_28,SIFT_29,SIFT_30,SIFT_31,SIFT_32,SIFT_33,SIFT_34,SIFT_35,SIFT_36,SIFT_37,SIFT_38,SIFT_39,SIFT_40,SIFT_41,SIFT_42,SIFT_43,SIFT_44,SIFT_45,SIFT_46,SIFT_47,SIFT_48,SIFT_49,SIFT_50,SIFT_51,SIFT_52,SIFT_53,SIFT_54,SIFT_55,SIFT_56,SIFT_57,SIFT_58,SIFT_59,SIFT_60,SIFT_61,SIFT_62,SIFT_63,SIFT_64,SIFT_65,SIFT_66,SIFT_67,SIFT_68,SIFT_69,SIFT_70,SIFT_71,SIFT_72,SIFT_73,SIFT_74,SIFT_75,SIFT_76,SIFT_77,SIFT_78,SIFT_79,SIFT_80,SIFT_81,SIFT_82,SIFT_83,SIFT_84,SIFT_85,SIFT_86,SIFT_87,SIFT_88,SIFT_89,SIFT_90,SIFT_91,SIFT_92,SIFT_93,SIFT_94,SIFT_95,SIFT_96,SIFT_97,SIFT_98,SIFT_99,SIFT_100,SIFT_101,SIFT_102,SIFT_103,SIFT_104,SIFT_105,SIFT_106,SIFT_107,SIFT_108,SIFT_109,SIFT_110,SIFT_111,SIFT_112,SIFT_113,SIFT_114,SIFT_115,SIFT_116,SIFT_117,SIFT_118,SIFT_119,SIFT_120,SIFT_121,SIFT_122,SIFT_123,SIFT_124,SIFT_125,SIFT_126,SIFT_127,Clase
0.002393162,0.375354478,6.431721438,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,37,0,0,0,0,0,6,123,39,0,0,0,0,0,10,92,16,20,1,0,0,0,0,0,12,129,17,5,6,1,1,59,129,18,6,9,79,50,48,129,129,3,0,1,15,24,46,120,25,28,11,0,0,0,0,0,2,129,129,81,21,1,0,1,35,24,66,129,129,18,2,4,14,29,120,43,14,5,4,36,27,1,3,0,0,0,0,0,0,4,46,35,1,0,0,0,0,0,24,110,6,0,0,0,0,19,129,43,0,0,0,0,0,1
0.002105747,0.290613063,6.978814293,73,10,0,0,0,0,0,0,132,37,0,1,53,11,0,1,100,17,0,1,132,46,0,11,108,13,0,0,113,25,1,12,72,12,0,0,0,0,0,3,132,62,13,8,29,10,0,34,95,30,24,48,132,57,0,19,88,42,49,53,104,14,1,16,27,22,0,0,0,0,0,0,83,132,106,20,4,0,0,5,8,34,132,132,34,1,0,1,4,31,108,60,8,0,0,0,0,2,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,1,0,0,0,0,0,1
0.000489579,0.015723423,13.16921689,43,0,0,0,0,0,0,2,198,2,0,1,0,0,0,24,104,4,4,44,11,3,1,6,0,1,8,55,33,10,1,0,64,0,0,0,0,0,0,4,198,9,3,2,0,1,1,32,100,8,35,39,14,38,14,10,0,4,41,28,24,45,39,1,65,1,0,0,0,0,0,2,198,70,17,12,0,0,0,5,51,34,103,112,1,3,3,2,2,15,115,45,14,7,7,1,49,1,0,0,0,0,0,2,198,25,3,5,0,0,1,7,31,16,9,23,4,10,14,6,4,8,6,18,19,9,6,2,1
0.002143578,0.301148458,7.068789087,69,54,1,1,93,53,1,12,129,128,2,5,69,16,2,24,3,4,1,4,138,50,0,0,0,0,0,0,20,3,0,0,52,25,12,15,138,59,1,9,138,81,19,14,46,16,2,20,16,7,16,49,138,76,1,2,0,0,0,3,41,9,0,0,22,17,36,81,101,29,3,17,83,85,138,39,13,4,1,9,4,6,125,138,64,10,0,0,0,0,2,16,17,1,0,0,0,1,32,42,3,0,0,0,0,3,23,6,0,0,0,0,0,0,12,6,0,0,0,0,0,0,1,1,0,0,0,0,1
0.001214588,0.096695559,10.25310069,8,3,0,0,0,0,0,2,71,42,2,0,0,0,7,32,19,18,12,1,0,10,77,28,0,3,12,0,0,4,119,22,2,8,2,0,0,0,0,0,82,120,9,0,0,0,0,2,145,49,1,0,0,0,53,126,15,1,3,0,0,2,145,69,1,1,1,0,0,0,0,0,145,23,2,0,0,0,0,1,145,104,41,2,0,0,3,30,32,31,145,17,0,1,30,16,1,0,0,0,0,0,0,0,76,17,0,0,0,0,0,0,97,134,74,2,0,0,0,0,1,23,145,17,0,0,0,0,1
0.001233594,0.099744903,9.741972951,0,0,0,0,0,0,0,2,45,2,0,0,0,0,10,40,144,34,0,0,0,0,8,48,60,45,5,0,0,1,1,5,13,0,0,0,0,0,0,10,128,1,0,0,0,0,54,144,74,4,0,0,2,10,144,144,28,14,1,0,1,3,34,44,25,2,0,0,0,0,0,1,144,49,0,0,0,0,5,43,113,24,8,31,31,12,35,30,19,17,17,11,7,3,13,8,7,3,0,0,0,0,0,0,144,136,23,1,0,0,0,0,49,83,144,68,10,0,0,0,30,93,89,22,2,0,0,2,1
0.002593595,0.440858625,5.427744217,53,31,1,1,125,54,0,0,125,86,2,1,70,48,1,1,4,2,1,0,125,81,0,0,0,0,0,0,2,1,0,0,51,25,3,17,125,90,1,2,125,57,9,6,64,36,3,12,28,6,9,17,125,104,2,4,0,0,0,1,22,6,0,0,33,22,28,63,125,30,0,6,86,103,118,34,47,9,0,3,8,21,125,108,105,11,0,1,0,0,1,13,19,2,0,0,2,10,66,53,13,2,0,0,0,3,22,23,7,0,0,0,0,1,21,7,0,0,0,0,0,0,0,2,0,0,0,0,1
0.002856598,0.534798874,4.407782284,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,66,5,0,0,0,0,0,53,149,6,0,0,1,6,16,149,104,13,0,0,0,0,0,0,8,130,2,0,0,0,0,2,149,64,15,1,2,2,0,13,149,40,28,4,19,64,13,23,49,30,4,0,0,0,0,0,1,149,58,0,0,0,0,0,33,113,49,3,7,19,0,1,22,25,65,4,7,52,18,0,0,8,5,0,0,0,0,0,0,143,143,0,0,0,0,0,0,87,137,3,6,17,1,0,0,24,54,3,4,18,9,1,0,1
0.001098807,0.079141967,10.44457704,13,0,0,0,0,0,0,9,56,0,0,0,0,0,49,116,4,0,0,0,0,0,131,117,0,0,3,7,0,0,131,126,50,1,0,0,0,0,0,6,131,15,4,1,0,0,9,125,44,7,42,55,0,0,69,125,0,0,70,123,0,0,30,26,44,8,0,0,0,0,0,0,131,123,25,7,0,0,0,6,28,42,104,124,0,0,0,3,0,0,57,79,0,0,0,0,17,4,0,0,0,0,0,0,123,58,5,1,0,0,0,0,19,24,27,22,0,0,0,0,0,0,15,27,0,0,0,0,1
0.001199523,0.094312089,10.16695548,11,0,0,0,0,0,0,5,153,0,0,0,0,0,47,153,49,0,0,1,5,11,153,127,31,12,7,1,3,5,16,29,36,2,0,0,0,0,0,3,153,43,5,2,0,0,1,55,89,23,17,44,25,7,12,21,1,4,7,14,10,4,3,2,18,14,0,0,0,0,0,0,144,153,58,1,0,0,0,2,98,153,71,19,5,0,1,6,18,11,6,19,13,6,5,8,0,2,0,0,0,0,0,0,65,46,10,0,0,0,0,5,153,62,4,0,1,1,3,45,36,6,1,4,7,14,42,24,1
0.001317806,0.113825913,9.718566047,41,53,8,48,104,40,5,12,105,129,5,7,73,18,2,23,2,4,1,4,136,55,0,0,0,0,0,0,17,4,0,0,49,22,8,23,136,46,3,6,136,84,19,14,45,18,3,19,15,7,16,49,136,87,2,2,0,0,0,4,39,11,0,0,17,13,34,91,117,35,7,5,83,82,136,40,13,5,1,9,4,6,127,136,61,10,0,0,0,0,2,17,16,1,0,0,0,1,36,51,4,0,0,0,0,3,24,7,1,0,0,0,0,0,13,5,0,0,0,0,0,0,1,1,0,0,0,0,1
0.001193389,0.093350218,10.58377591,31,0,0,0,0,0,0,1,151,9,1,3,3,2,2,18,46,5,2,30,32,17,12,24,25,8,2,6,3,1,4,148,47,0,0,0,0,0,0,4,151,10,1,1,1,6,14,77,65,9,5,6,8,59,95,88,41,24,5,2,4,3,19,151,46,4,0,0,0,0,0,1,151,122,11,0,0,0,1,8,104,91,39,5,3,8,10,26,27,47,8,1,4,5,6,21,25,2,0,0,0,0,0,2,151,46,1,0,0,0,0,53,151,26,2,0,3,7,3,102,20,4,1,0,7,14,7,35,1
0.002008156,0.264301632,7.379373199,10,81,139,0,0,0,0,0,139,139,116,8,15,0,0,4,30,19,6,36,139,16,8,1,17,0,1,12,42,34,21,9,57,10,10,0,0,0,0,3,139,50,10,10,18,0,0,26,56,11,22,60,139,6,3,4,15,2,14,21,77,10,4,2,30,12,0,0,0,0,0,0,119,139,78,19,2,0,0,1,8,27,139,127,19,0,0,0,1,4,127,46,10,0,0,0,1,1,0,0,0,0,0,0,1,9,8,1,0,0,0,0,0,1,20,8,0,0,0,0,0,0,17,3,0,0,0,0,1
0.001348829,0.119247573,9.928814333,18,0,6,18,7,0,0,47,29,2,7,1,1,26,92,121,0,1,6,0,7,121,82,8,0,0,0,0,2,60,4,0,113,0,0,1,3,0,0,106,86,23,58,56,41,11,12,111,70,47,49,14,15,121,23,16,2,2,6,3,7,121,33,1,121,3,0,1,4,2,6,97,70,9,8,18,62,50,50,56,71,22,40,39,50,29,31,66,49,27,29,26,44,95,14,17,58,65,0,0,1,6,13,59,18,39,24,11,24,32,15,16,4,52,51,14,34,37,28,16,19,3,31,111,31,7,19,29,1
0.001139926,0.085174756,10.58700884,4,0,0,0,0,4,58,32,0,0,0,0,4,41,59,3,0,0,0,0,1,11,26,8,0,0,0,0,0,8,21,1,75,22,1,6,8,9,51,72,23,5,1,45,119,78,59,16,84,1,0,5,19,24,98,101,6,0,0,1,24,110,125,16,85,11,1,6,38,8,6,88,42,3,1,55,125,16,3,10,125,5,0,8,19,2,5,31,33,0,0,49,125,30,13,13,85,22,1,18,55,2,2,28,49,3,1,60,125,1,0,17,125,2,1,24,15,0,0,67,17,1,1,125,97,0,0,6,1
0.001445512,0.136953104,9.549977232,31,14,0,0,0,0,0,1,80,102,31,1,0,0,6,12,5,24,100,32,0,1,28,18,5,24,40,25,3,7,29,12,29,3,0,0,0,0,0,11,135,21,8,0,0,0,52,145,17,4,17,3,0,2,145,135,3,3,3,2,3,61,145,30,45,6,0,0,0,0,0,2,145,66,0,0,0,0,6,50,106,29,0,0,0,2,53,42,0,1,1,1,3,67,30,1,16,5,0,0,0,0,0,0,145,126,0,0,0,0,0,0,80,145,8,0,0,0,0,0,0,21,9,4,2,3,0,0,1
0.002368571,0.367680557,6.081064599,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,14,0,0,0,0,0,0,72,8,0,0,0,0,0,0,70,3,19,0,0,0,0,0,0,10,125,1,0,0,0,0,103,180,15,1,0,0,0,3,180,93,0,0,0,0,0,21,180,8,44,3,0,0,0,0,0,2,180,50,0,0,0,0,9,48,101,38,5,0,0,3,69,32,7,1,0,0,0,15,86,18,27,2,0,0,0,0,0,0,180,35,0,0,0,0,0,10,125,22,0,0,0,0,2,47,15,1,1,2,0,0,3,19,1
0.001512744,0.149987537,9.167588518,48,0,0,0,0,0,0,5,166,5,1,0,0,0,25,83,35,10,10,6,15,67,95,29,0,0,1,2,43,166,43,0,76,0,0,0,0,0,0,4,166,16,3,2,1,4,19,92,42,10,10,20,44,57,44,34,4,11,5,6,30,89,16,2,75,4,0,0,0,0,0,1,166,98,24,6,1,1,2,12,38,39,62,58,40,11,5,6,2,8,5,7,19,8,22,9,41,6,0,0,0,0,0,0,166,94,20,1,0,0,0,0,46,80,66,2,0,0,2,9,21,32,46,11,3,7,39,36,1
0.000418142,0.011473735,13.43462856,1,0,0,0,0,0,0,0,118,20,0,0,0,0,0,4,170,90,3,4,5,1,0,23,32,18,12,22,19,3,1,5,1,0,0,0,0,0,0,0,170,1,0,0,0,0,0,11,170,3,0,0,7,10,3,67,29,1,7,26,63,64,11,15,1,0,0,0,0,0,0,0,158,20,0,0,0,0,0,0,170,102,0,0,3,6,1,8,53,19,0,0,19,66,38,24,0,0,0,0,0,0,0,0,69,17,0,0,0,0,0,4,170,88,0,0,0,0,0,10,133,25,0,0,1,1,3,32,1
0.002275134,0.339245119,6.512437122,0,2,80,128,42,23,22,0,39,1,32,97,118,15,1,2,128,1,0,2,6,2,5,27,8,0,0,0,0,5,29,9,2,1,48,84,80,116,62,1,68,2,26,45,20,69,45,6,128,3,1,1,1,3,8,41,13,1,2,0,0,4,37,15,0,1,128,51,14,61,34,1,38,16,57,93,52,50,19,2,128,124,83,4,3,2,2,10,7,16,128,6,0,2,7,3,0,2,58,3,0,0,0,0,1,8,23,14,0,0,0,0,3,41,65,1,0,0,0,0,0,4,123,1,0,0,0,0,1
0.000352495,0.008158287,13.58538271,37,2,1,0,0,0,0,0,176,56,6,2,0,0,0,13,88,26,25,24,1,0,3,59,8,1,7,80,12,8,21,17,47,1,0,0,0,0,0,3,176,17,2,4,1,0,2,68,98,14,28,88,15,2,5,46,16,8,38,93,7,2,6,9,45,2,0,0,0,0,0,2,176,67,16,23,2,1,2,10,59,38,63,122,11,7,25,28,7,14,33,73,34,28,10,11,34,1,0,1,0,0,0,1,176,14,2,2,1,1,12,58,47,11,9,9,6,15,78,92,5,4,7,12,48,82,34,23,1
0.001663976,0.181472302,8.666994732,65,32,0,0,0,0,0,0,137,77,1,6,24,27,4,6,37,14,1,22,137,120,3,3,129,98,3,3,30,13,0,0,82,11,0,0,0,0,0,9,137,61,14,13,24,5,0,39,37,16,17,71,137,47,0,4,82,78,23,11,50,12,0,1,36,34,3,0,0,0,0,1,75,137,137,16,4,1,0,5,5,18,137,137,61,10,0,1,4,18,35,35,16,3,0,0,0,5,1,0,0,0,0,0,0,10,25,1,0,0,0,0,0,0,20,8,0,0,0,0,0,0,1,1,0,0,0,0,1
0.002770445,0.503027974,4.591963803,1,0,0,0,0,0,0,2,6,0,0,0,0,0,23,88,1,0,0,0,0,5,117,133,3,0,0,0,1,6,133,54,18,1,0,0,0,0,0,6,133,32,5,2,4,7,35,133,42,14,13,22,87,69,100,129,18,15,2,2,17,13,17,16,14,6,0,0,0,0,0,0,133,133,93,6,3,1,1,11,26,104,133,71,49,7,1,4,16,94,73,7,7,2,0,0,0,1,0,0,0,0,0,0,1,21,26,0,0,0,0,0,3,40,81,0,0,0,0,0,69,102,30,0,0,0,0,0,1
0.001483279,0.144202008,9.182722526,12,144,7,0,0,0,0,0,51,144,1,0,0,1,7,6,10,31,2,24,15,8,12,3,0,0,4,144,28,1,0,0,45,61,1,0,0,0,0,7,144,144,11,2,0,0,0,31,69,51,37,144,31,0,0,4,0,0,7,144,87,8,2,1,17,2,0,0,0,0,0,3,98,125,79,3,0,0,0,8,11,79,144,104,6,0,0,1,1,9,32,62,31,6,2,2,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,44,53,1,0,0,0,0,0,27,67,24,0,0,0,0,1
0.002389616,0.374243009,6.202135416,66,23,0,0,0,0,0,0,140,63,1,5,19,21,4,6,41,12,1,26,140,115,3,4,140,85,3,3,34,14,0,0,77,17,0,0,0,0,0,3,140,61,13,12,21,4,0,31,43,16,18,78,140,39,0,5,91,77,19,12,55,10,0,2,29,30,1,0,0,0,0,0,80,140,122,14,4,1,0,3,5,22,140,140,64,9,0,1,6,23,38,35,17,3,0,0,0,4,1,0,0,0,0,0,0,11,21,1,0,0,0,0,0,1,20,8,0,0,0,0,0,0,1,2,0,0,0,0,1
0.002731407,0.488951939,4.572803388,122,69,43,61,3,1,1,14,51,122,87,71,6,5,16,14,20,79,122,61,16,3,56,11,7,84,122,17,3,10,65,6,39,75,61,29,1,0,0,0,122,32,25,29,9,2,0,39,50,17,22,41,82,36,14,38,18,30,34,20,52,18,19,60,39,20,5,0,0,0,0,0,122,67,7,9,3,1,2,9,41,41,23,59,23,15,19,21,18,34,12,31,43,21,26,28,22,7,0,0,0,0,0,0,122,91,11,1,1,2,4,12,35,93,36,4,4,17,71,53,9,18,41,24,5,38,88,55,1
0.000361729,0.008590525,13.6135739,80,6,0,0,0,0,0,1,206,101,17,6,1,1,0,2,39,40,73,98,22,4,1,2,7,12,14,30,13,1,5,5,91,3,0,0,0,0,0,1,206,18,4,3,1,11,6,25,54,9,20,19,7,63,51,31,10,6,5,2,2,16,27,21,85,2,0,0,0,0,0,1,206,4,0,0,0,3,3,16,90,0,0,0,7,55,28,16,3,0,0,0,13,35,17,6,65,2,0,0,0,0,0,0,206,4,0,1,1,1,1,22,75,3,1,14,17,16,4,14,2,2,1,2,8,21,13,2,1
0.000304215,0.0060804,13.67664806,0,0,0,0,0,0,0,0,127,2,0,0,0,0,0,9,172,7,0,2,2,2,3,57,16,14,11,7,5,5,21,29,0,0,0,0,0,0,0,0,172,13,0,0,0,0,0,10,172,41,0,1,1,6,21,53,38,5,2,4,7,49,70,41,0,0,0,0,0,0,0,0,172,5,0,0,0,0,0,17,172,48,2,1,0,1,2,52,57,30,20,42,19,18,7,9,0,0,0,0,0,0,0,0,160,2,0,0,0,0,0,22,172,24,1,1,1,3,4,79,17,20,11,37,21,3,2,6,1
0.000359825,0.008500491,13.56408916,26,0,0,0,0,0,0,8,191,0,0,1,0,0,1,134,107,1,15,29,7,3,19,104,1,3,22,22,16,16,11,4,61,0,0,0,0,0,0,9,191,7,1,3,3,0,0,55,132,8,13,44,49,13,5,22,5,2,14,11,7,9,11,20,77,0,0,0,0,0,0,14,191,24,2,0,1,0,0,46,94,52,14,3,13,13,9,10,7,7,5,7,12,10,10,11,89,1,0,0,0,0,0,19,191,6,5,5,1,1,1,66,31,52,37,13,2,2,7,6,17,40,18,7,1,0,3,2,1
0.002647206,0.459271793,4.995660565,0,0,0,0,0,0,3,1,0,0,0,0,0,0,18,12,0,0,0,0,0,0,64,13,0,0,0,0,0,0,77,14,6,0,0,0,13,45,84,16,81,2,0,0,3,7,92,155,14,4,3,0,0,0,155,125,2,1,0,0,0,3,155,63,18,3,0,13,135,62,35,7,155,42,3,2,28,9,8,49,98,34,22,2,0,0,46,52,31,7,1,0,9,10,40,18,10,5,2,46,114,31,1,1,155,38,1,10,25,4,1,10,115,8,2,1,0,0,16,75,13,0,2,5,23,4,5,20,1
0.002001572,0.262571394,7.464959605,54,19,0,0,0,0,0,0,143,68,1,5,18,19,4,6,44,11,1,27,143,112,3,4,143,80,2,4,36,14,0,0,61,7,0,0,0,0,0,3,143,59,12,12,20,3,0,30,47,17,17,81,143,37,0,5,94,76,18,12,55,10,0,2,25,17,0,0,0,0,0,0,91,143,107,13,4,1,0,3,6,25,143,140,64,8,0,1,7,24,39,34,17,3,0,0,0,2,0,0,0,0,0,0,0,11,17,1,0,0,0,0,0,1,20,8,0,0,0,0,0,0,1,2,0,0,0,0,1
0.001893472,0.234977247,7.713932446,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,12,2,0,0,0,0,6,22,15,5,0,0,0,0,0,49,70,22,1,0,0,0,0,0,11,83,2,0,0,1,16,69,129,36,2,0,0,35,127,94,45,135,22,0,0,7,10,32,106,42,7,0,0,0,0,0,2,135,35,0,0,4,12,7,39,79,7,0,0,135,135,13,26,135,66,1,0,28,37,5,24,27,3,0,0,0,0,0,0,135,13,0,0,0,1,3,29,112,2,0,1,110,128,17,35,41,45,8,6,65,42,6,25,1
0.002251115,0.332120216,6.686823193,6,1,0,0,0,0,0,1,108,18,0,0,0,0,0,41,111,10,1,4,12,4,4,60,3,3,3,4,19,5,4,6,3,1,0,0,0,0,0,0,139,41,0,0,0,0,0,4,139,21,1,2,3,18,63,81,4,0,0,2,5,67,139,19,2,0,0,0,0,0,0,0,139,15,0,0,0,0,0,5,139,134,16,0,0,5,33,55,23,81,84,14,8,77,134,14,1,0,0,0,0,0,0,0,91,25,0,0,0,0,0,0,139,119,12,3,1,0,0,0,16,56,96,25,8,1,0,0,1
0.002130771,0.297560953,7.008809587,62,24,0,0,0,0,0,0,140,65,1,5,19,20,4,6,42,11,1,26,140,114,3,4,140,84,3,3,35,14,0,0,75,15,0,0,0,0,0,3,140,60,13,12,21,4,0,33,43,16,17,79,140,39,0,5,92,76,19,12,55,10,0,2,30,28,1,0,0,0,0,0,82,140,121,14,4,1,0,3,6,22,140,140,64,9,0,1,7,23,39,35,17,3,0,0,0,4,1,0,0,0,0,0,0,11,21,1,0,0,0,0,0,1,21,8,0,0,0,0,0,0,1,2,0,0,0,0,1
0.002583546,0.437449204,5.23914647,52,28,0,0,79,92,11,5,126,84,2,0,69,48,0,1,4,2,1,0,126,80,0,0,0,0,0,0,2,1,0,0,47,19,3,2,126,93,1,3,126,54,9,4,66,41,3,14,27,6,9,17,126,103,2,4,0,0,0,1,22,6,0,0,43,25,34,70,126,35,0,2,76,95,119,44,61,12,0,4,8,20,126,106,103,11,0,0,0,0,1,13,20,2,0,0,3,14,73,68,10,0,0,0,0,3,23,27,6,0,0,0,0,1,21,7,0,0,0,0,0,0,0,2,0,0,0,0,1
0.002052425,0.276082293,7.382847279,60,25,0,0,0,0,0,0,140,60,1,5,17,18,4,6,44,10,1,28,140,111,4,4,140,78,2,4,36,14,0,0,74,17,0,0,0,0,0,3,140,59,13,12,20,3,0,35,45,16,17,83,140,36,0,6,95,75,17,12,57,10,0,2,28,29,1,0,0,0,0,0,81,140,121,14,4,1,0,3,6,23,140,140,65,8,0,1,8,25,40,35,17,3,0,0,0,3,1,0,0,0,0,0,0,10,21,1,0,0,0,0,0,1,21,8,0,0,0,0,0,0,1,2,0,0,0,0,1
0.001603594,0.168541908,8.827795405,53,6,2,0,0,0,0,1,161,15,0,0,0,10,17,40,28,11,4,0,1,105,38,18,1,8,12,18,48,53,3,0,61,4,0,0,0,0,0,1,161,55,9,1,0,5,8,46,65,20,37,35,37,119,21,26,0,0,18,41,49,92,2,0,24,12,0,0,0,0,0,0,141,161,112,1,0,0,0,1,17,68,161,92,13,5,0,1,0,0,161,101,12,2,0,0,0,1,0,0,0,0,0,0,0,14,19,0,0,0,0,0,0,4,56,3,0,0,0,0,0,0,33,5,0,0,0,0,1
0.00216167,0.306252908,7.015252448,66,1,0,0,0,0,0,4,137,8,0,1,11,5,5,56,63,3,1,8,137,43,9,20,137,6,0,2,64,8,0,16,91,6,0,0,0,0,0,4,137,40,11,11,17,0,0,34,69,17,15,76,137,3,0,16,137,41,19,21,68,7,0,52,35,29,0,0,0,0,0,0,83,137,101,20,3,0,0,1,11,36,124,137,36,0,0,1,21,92,111,39,10,0,0,2,1,3,0,0,0,0,0,0,0,10,12,1,0,0,0,0,0,1,14,8,0,0,0,0,0,3,9,2,0,0,0,0,1
0.000379917,0.009474527,13.39778811,54,5,0,0,0,0,0,1,198,47,4,3,3,0,5,40,29,13,5,5,12,21,60,62,7,12,6,0,2,67,89,14,73,2,0,0,0,0,0,1,198,3,0,0,0,6,15,84,66,11,1,1,5,60,59,58,15,14,12,4,4,44,38,25,73,4,0,0,0,0,0,0,198,32,1,2,2,1,2,6,98,13,4,12,26,23,14,9,4,3,36,38,60,19,11,10,46,4,0,0,0,0,0,0,198,56,1,0,0,0,0,5,93,20,8,8,15,4,1,8,4,3,9,9,56,31,16,10,1
0.001510698,0.149582125,9.265282345,41,53,8,48,103,40,5,12,105,129,5,7,73,18,2,23,2,4,1,4,136,55,0,0,0,0,0,0,17,4,0,0,49,22,8,23,136,46,3,6,136,84,19,14,45,18,3,19,15,7,16,49,136,87,2,2,0,0,0,4,39,11,0,0,17,13,34,91,117,35,7,5,83,82,136,40,13,5,1,9,4,6,127,136,61,10,0,0,0,0,2,17,16,1,0,0,0,1,36,51,4,0,0,0,0,3,24,7,1,0,0,0,0,0,13,5,0,0,0,0,0,0,1,1,0,0,0,0,1
0.00222742,0.325165448,6.719750269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,23,0,0,0,0,0,0,82,72,0,0,0,0,0,0,136,102,23,1,0,0,0,0,0,16,98,1,0,0,0,0,55,145,16,0,0,0,0,0,145,145,0,0,0,0,1,3,145,120,52,11,0,0,0,0,0,3,145,61,0,0,0,0,2,53,118,22,0,0,0,0,15,55,9,3,0,0,5,10,7,12,18,9,0,0,0,0,0,0,145,123,0,0,0,0,0,0,129,84,0,0,0,0,0,1,11,12,1,1,1,3,0,1,1
0.001408981,0.130119163,9.671014099,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,23,145,1,0,0,0,0,5,116,21,0,0,2,15,23,26,26,0,0,0,0,0,0,0,0,145,14,0,0,0,0,0,15,145,138,9,1,0,0,1,41,18,37,31,62,30,6,3,7,1,0,0,0,0,0,0,0,145,5,0,0,0,0,0,51,145,83,13,1,0,10,15,111,10,38,56,35,3,8,16,35,3,0,0,0,0,0,0,0,145,0,0,0,0,0,0,57,145,1,1,0,0,17,52,114,2,1,1,0,0,14,77,52,1
0.000363245,0.008662525,13.47070314,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,10,170,10,3,4,1,2,2,32,23,22,7,5,2,11,11,7,0,0,0,0,0,0,0,0,170,12,0,0,0,0,0,3,170,91,8,1,1,4,3,15,16,41,40,4,4,19,7,3,0,0,0,0,0,0,0,0,170,4,0,0,0,0,0,18,170,30,6,1,15,4,3,88,8,17,61,14,41,5,2,7,0,0,0,0,0,0,0,0,170,2,0,0,0,0,0,9,170,10,0,0,22,10,2,30,4,1,1,4,62,37,1,2,1
0.002327122,0.354925259,6.285053679,56,34,0,0,116,63,1,0,124,89,2,1,72,51,1,1,3,2,1,0,124,85,0,0,0,0,0,0,2,1,0,0,44,37,12,9,124,121,3,3,124,56,10,5,60,47,4,16,27,6,10,18,124,112,2,4,0,0,0,1,23,6,0,0,39,47,41,51,76,22,0,11,75,91,124,50,49,14,0,6,8,20,124,112,106,12,0,1,0,0,1,14,20,2,0,0,7,12,60,49,5,0,0,2,0,2,26,33,5,0,0,0,0,1,23,7,0,0,0,0,0,0,0,2,0,0,0,0,1
0.001801602,0.212729977,8.389947394,36,16,1,6,136,36,1,2,136,75,0,3,53,21,0,1,12,5,0,0,136,69,0,0,0,0,0,0,10,3,0,0,43,7,2,21,136,89,3,2,136,36,7,7,60,25,3,18,37,7,8,20,136,63,2,5,0,0,0,1,39,5,0,0,16,13,50,136,85,4,0,1,74,127,110,36,26,2,0,4,9,29,125,108,112,3,0,1,0,0,1,16,26,1,0,0,0,1,32,42,0,0,0,0,0,9,23,5,0,0,0,0,0,3,27,10,0,0,0,0,0,0,1,3,0,0,0,0,1
0.001114418,0.081406175,10.74468427,0,0,0,0,0,0,0,0,122,7,0,0,0,0,0,7,142,67,7,0,0,0,0,38,93,53,11,3,0,0,28,68,0,0,0,0,0,0,0,0,142,14,0,0,0,0,0,8,142,98,28,2,0,0,0,44,99,142,28,2,0,0,1,13,1,0,0,0,0,0,0,0,141,6,0,0,0,0,0,19,142,44,11,2,0,0,3,71,142,45,8,1,0,0,2,19,1,0,0,0,0,0,0,0,132,7,0,0,0,0,0,6,142,42,9,2,0,0,16,53,71,18,16,6,1,1,20,37,1
0.000389948,0.009980645,13.21807473,49,3,0,0,0,0,0,1,184,38,6,15,3,3,8,15,16,15,51,42,5,8,67,10,28,9,41,15,0,1,59,14,62,1,0,0,0,0,0,1,184,6,0,1,1,3,28,72,44,2,0,3,5,15,184,42,10,1,0,0,1,10,156,32,63,3,0,0,0,0,0,0,184,31,0,1,0,0,1,8,91,16,2,10,9,5,16,28,13,2,3,3,7,8,16,44,46,1,0,0,0,0,0,0,184,16,0,0,0,0,0,11,95,10,4,2,0,0,3,50,2,2,19,9,9,10,5,18,1
