DesviacionEstandar,Uniformidad,Entropia,SIFT_0,SIFT_1,SIFT_2,SIFT_3,SIFT_4,SIFT_5,SIFT_6,SIFT_7,SIFT_8,SIFT_9,SIFT_10,SIFT_11,SIFT_12,SIFT_13,SIFT_14,SIFT_15,SIFT_16,SIFT_17,SIFT_18,SIFT_19,SIFT_20,SIFT_21,SIFT_22,SIFT_23,SIFT_24,SIFT_25,SIFT_26,SIFT_27,SIFT_28,SIFT_29,SIFT_30,SIFT_31,SIFT_32,SIFT_33,SIFT_34,SIFT_35,SIFT_36,SIFT_37,SIFT_38,SIFT_39,SIFT_40,SIFT_41,SIFT_42,SIFT_43,SIFT_44,SIFT_45,SIFT_46,SIFT_47,SIFT_48,SIFT_49,SIFT_50,SIFT_51,SIFT_52,SIFT_53,SIFT_54,SIFT_55,SIFT_56,SIFT_57,SIFT_58,SIFT_59,SIFT_60,SIFT_61,SIFT_62,SIFT_63,SIFT_64,SIFT_65,SIFT_66,SIFT_67,SIFT_68,SIFT_69,SIFT_70,SIFT_71,SIFT_72,SIFT_73,SIFT_74,SIFT_75,SIFT_76,SIFT_77,SIFT_78,SIFT_79,SIFT_80,SIFT_81,SIFT_82,SIFT_83,SIFT_84,SIFT_85,SIFT_86,SIFT_87,SIFT_88,SIFT_89,SIFT_90,SIFT_91,SIFT_92,SIFT_93,SIFT_94,SIFT_95,SIFT_96,SIFT_97,SIFT_98,SIFT_99,SIFT_100,SIFT_101,SIFT_102,SIFT_103,SIFT_104,SIFT_105,SIFT_106,SIFT_107,SIFT_108,SIFT_109,SIFT_110,SIFT_111,SIFT_112,SIFT_113,SIFT_114,SIFT_115,SIFT_116,SIFT_117,SIFT_118,SIFT_119,SIFT_120,SIFT_121,SIFT_122,SIFT_123,SIFT_124,SIFT_125,SIFT_126,SIFT_127,Clase
0.002026472,0.269144724,7.587881469,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27,19,0,0,0,0,0,0,84,18,0,0,0,0,0,3,94,11,23,0,0,0,0,0,0,10,149,6,1,1,0,1,109,149,19,4,3,13,9,33,149,92,0,0,0,7,8,32,149,25,45,4,0,0,0,0,2,3,149,129,25,4,0,1,8,42,44,62,115,71,12,17,36,17,8,7,20,30,10,10,12,11,10,1,0,0,0,6,81,18,107,45,8,0,0,0,35,85,26,31,37,3,0,0,35,93,11,7,6,1,0,0,52,123,3
0.002515215,0.414616105,5.521372597,0,0,0,0,0,0,0,2,0,0,0,0,0,0,27,17,0,0,0,0,0,0,83,12,1,0,0,0,0,0,85,9,27,0,0,0,0,0,0,14,115,1,0,0,0,0,98,174,15,0,0,0,0,0,174,120,0,0,0,0,0,0,174,51,59,4,0,0,0,0,0,2,174,40,0,0,0,0,8,48,122,29,0,0,0,0,64,55,6,5,5,2,1,0,62,21,41,2,0,0,0,0,0,0,174,24,0,0,0,0,0,19,119,44,0,0,0,1,2,14,12,13,4,3,4,3,0,0,3
0.002391511,0.374836856,6.065679871,62,33,0,0,0,0,0,0,136,136,120,44,4,0,0,10,27,60,88,109,22,2,4,13,8,3,6,73,36,5,7,21,48,5,0,0,0,0,0,4,136,56,15,3,0,0,3,83,41,23,55,46,17,10,14,48,59,42,21,13,9,6,22,113,24,12,0,0,0,0,0,0,99,132,103,7,0,0,0,6,9,37,136,73,2,0,0,2,67,136,136,8,0,0,1,24,0,2,0,0,0,0,0,0,0,11,24,1,0,0,0,0,0,2,44,4,0,0,0,0,0,22,42,0,0,0,0,0,3
0.002286265,0.342572374,6.79419796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,45,0,0,0,0,0,0,120,126,0,0,0,0,0,0,140,70,19,0,0,0,0,0,0,11,136,5,1,1,0,0,36,140,17,2,25,26,0,0,140,140,0,0,48,33,0,2,120,44,46,5,0,0,0,0,0,2,140,86,12,12,1,0,1,43,41,31,82,108,6,0,3,17,3,14,84,28,0,0,0,1,16,6,0,0,0,0,0,0,131,120,19,5,1,0,0,0,22,66,68,36,9,0,0,2,13,32,13,4,2,0,1,9,3
0.001858755,0.226440275,8.151256703,32,0,0,0,0,0,0,3,161,0,0,0,0,1,0,45,90,6,13,3,6,6,1,21,8,26,16,2,1,2,2,5,53,1,0,0,0,0,0,4,161,33,2,0,1,2,2,64,84,19,5,3,37,36,12,37,22,2,1,1,4,10,21,63,29,11,0,0,0,0,0,0,161,161,17,0,0,0,0,3,98,161,22,2,7,7,9,18,19,49,8,0,0,4,29,61,1,2,0,0,0,0,0,0,113,65,2,0,0,0,0,1,161,133,3,0,0,0,0,3,19,118,17,0,0,0,0,1,3
0.00201713,0.266668886,7.824761317,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,31,164,0,0,1,2,0,15,164,16,0,0,14,18,33,76,107,0,0,0,0,0,0,0,0,157,5,0,0,0,0,0,19,164,51,3,11,4,0,0,55,44,15,6,48,24,0,1,9,1,0,0,0,0,0,0,0,163,6,0,0,0,0,0,43,164,47,6,9,1,0,0,46,66,19,9,25,4,0,0,4,2,0,0,0,0,0,0,0,157,10,0,0,0,0,0,26,164,15,1,1,0,0,0,34,62,5,2,6,4,0,0,15,3
0.000148997,0.001470164,13.81835401,20,2,3,35,41,33,44,62,34,8,4,16,13,4,0,8,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,53,19,23,159,86,13,7,21,159,45,15,59,20,2,0,39,74,4,0,35,122,1,0,19,0,0,0,6,41,5,0,0,37,2,3,89,82,57,20,16,159,41,8,18,9,10,9,40,64,21,11,85,153,15,0,1,0,0,2,15,106,99,6,3,9,0,0,2,9,65,51,22,122,21,6,6,3,13,25,75,13,11,14,75,56,5,3,4,0,0,55,86,33,23,3,0,3
0.002020255,0.267495818,7.391728555,70,41,0,0,0,0,0,0,141,141,0,0,8,1,1,4,27,16,0,30,141,5,2,3,70,14,1,16,75,3,4,32,44,14,0,0,0,0,0,2,141,85,9,7,13,0,0,27,77,18,14,80,141,3,1,14,73,6,1,13,53,4,5,64,20,11,0,0,0,0,0,0,111,141,94,12,2,0,0,3,19,66,141,114,51,1,0,5,32,68,103,19,11,1,0,26,0,1,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,11,42,3,0,0,0,0,0,19,56,2,0,0,0,0,3
0.002291352,0.344098513,6.31734729,0,0,0,0,0,0,0,2,0,0,0,0,0,0,29,19,0,0,0,0,0,2,88,10,0,0,0,0,0,3,66,7,29,1,0,0,0,0,0,15,140,3,0,0,1,2,124,160,14,1,0,3,32,70,160,74,1,0,0,0,8,39,160,34,63,7,0,0,0,0,0,2,160,85,2,6,4,2,10,50,63,35,4,30,94,42,55,27,5,0,0,3,25,27,72,46,39,2,0,0,0,0,0,11,160,66,6,1,0,0,0,32,53,116,24,4,4,4,15,9,4,19,22,15,21,25,25,7,3
0.002677603,0.469879227,5.031866716,1,0,0,0,0,0,0,3,49,0,0,0,0,0,0,105,138,1,0,0,0,0,4,138,40,2,1,0,0,16,64,119,26,0,0,0,0,0,0,17,138,2,0,0,0,0,5,138,135,7,0,0,0,2,26,138,119,39,27,19,0,0,2,33,58,4,0,0,0,0,0,3,138,54,1,0,0,0,1,30,88,40,10,1,1,2,7,18,33,30,22,25,3,2,7,10,19,11,0,0,0,0,0,0,103,138,18,0,0,0,0,0,40,138,39,0,0,0,0,3,37,36,8,7,2,0,5,28,3
0.000373561,0.009160649,13.22810216,11,12,4,8,114,46,1,6,130,33,5,2,8,6,2,85,130,29,49,42,52,5,1,47,4,34,34,44,130,27,0,1,19,1,0,0,85,130,34,12,130,8,1,3,18,54,8,54,50,13,74,113,100,34,1,12,0,10,59,40,29,10,0,0,24,57,6,1,46,130,42,25,125,20,1,1,43,130,14,19,32,11,0,2,32,31,1,2,0,0,0,1,3,1,0,0,7,130,38,2,16,24,1,1,2,12,7,1,19,44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0.001822865,0.217780713,7.822206411,0,0,0,0,0,0,41,50,23,0,0,0,0,0,101,168,168,0,0,0,1,1,28,168,21,0,0,0,20,24,44,89,0,0,0,1,1,1,24,22,99,5,0,4,3,3,44,58,168,13,0,0,1,2,1,51,54,3,0,0,10,33,12,5,0,0,0,1,0,0,0,0,101,9,1,3,1,0,0,3,168,78,2,0,0,0,0,4,48,26,26,4,2,3,1,1,0,0,0,0,0,0,0,0,26,7,0,0,0,0,0,1,168,122,2,0,0,0,0,0,55,51,18,0,0,0,1,4,3
0.002558727,0.429084802,5.133006861,8,35,33,0,0,1,57,24,27,82,14,0,0,1,128,39,9,37,7,0,0,50,134,17,2,1,0,0,0,93,134,7,4,35,34,2,1,0,0,0,47,134,12,0,0,0,0,1,134,109,10,0,0,3,5,30,36,2,1,0,0,6,51,36,3,7,32,3,1,0,0,0,102,70,19,0,0,0,0,2,134,96,33,0,0,0,0,28,28,23,90,0,0,0,0,9,0,2,57,1,0,0,0,0,13,68,53,0,0,0,0,0,23,134,134,0,0,0,0,0,1,34,134,0,0,0,0,0,3
0.002006052,0.263748052,7.745600972,23,0,0,0,0,0,0,3,172,0,0,0,0,0,14,90,76,1,0,15,22,21,105,55,0,0,0,12,43,29,34,9,40,0,0,0,0,0,0,1,172,5,0,1,2,0,0,13,134,5,1,42,78,8,0,4,1,8,10,54,47,5,1,1,40,2,0,0,0,0,0,0,172,75,3,0,1,0,0,1,97,55,17,17,69,14,0,0,1,3,4,9,69,40,10,3,10,5,0,0,0,0,0,0,86,172,17,0,0,0,0,0,59,172,41,5,5,2,1,2,14,9,1,1,8,22,35,4,3
0.002151084,0.303261053,7.007057638,15,0,0,0,0,0,0,0,152,0,0,0,0,0,0,5,63,0,0,0,4,0,0,2,0,0,0,3,109,0,0,0,38,0,0,0,0,0,0,3,152,12,5,1,0,0,0,14,129,19,77,18,6,0,0,2,0,5,34,35,152,0,0,0,18,0,0,0,0,0,22,79,152,32,45,36,0,0,8,81,32,55,152,114,0,0,0,0,0,65,112,73,107,0,0,0,0,0,10,38,0,0,36,90,7,2,37,103,1,1,12,36,2,13,39,54,1,3,41,19,4,30,24,20,21,15,23,13,3
0.00212531,0.296037625,7.41714227,54,0,0,0,0,0,0,15,146,0,0,2,10,1,0,76,53,0,0,42,146,4,0,16,0,0,0,63,117,0,0,0,94,10,0,0,0,0,0,8,146,60,12,10,17,1,0,28,44,11,13,96,146,2,0,4,0,0,0,47,146,0,0,0,24,33,1,0,0,0,0,0,68,146,113,14,2,0,0,1,5,39,146,146,55,0,0,0,0,0,3,71,37,0,0,0,0,2,0,0,0,0,0,0,0,16,21,0,0,0,0,0,0,6,39,13,0,0,0,0,0,0,2,8,1,0,0,0,3
0.001923416,0.242467568,7.851001799,1,0,0,0,0,0,0,4,6,0,0,0,0,0,19,111,51,1,0,0,0,1,34,161,44,2,1,5,7,3,3,51,40,0,0,0,0,0,0,16,161,8,1,1,2,3,48,161,28,4,2,16,73,51,119,161,5,10,4,7,23,8,6,12,69,6,0,0,0,0,0,2,161,95,8,11,3,1,2,31,60,36,16,96,110,10,4,11,2,16,10,15,39,2,0,0,42,4,0,0,0,0,0,0,161,48,2,3,4,1,0,5,52,17,5,32,67,7,0,4,3,2,1,14,19,1,2,13,3
0.001712333,0.192172306,8.621382282,53,36,7,0,0,2,6,41,17,11,3,0,2,31,65,32,13,2,1,0,1,23,68,130,3,1,2,1,13,150,36,20,88,150,29,0,0,0,0,2,150,52,11,1,0,1,11,34,26,8,19,25,14,5,20,38,2,8,19,7,7,22,1,2,150,133,1,0,0,0,0,16,150,39,22,9,1,0,0,23,11,11,55,43,7,1,0,1,0,0,3,4,1,0,0,0,150,150,0,0,0,0,0,2,79,138,3,2,1,1,0,3,1,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,3
0.001811419,0.215054525,8.361843117,25,0,0,0,0,0,0,7,144,16,2,2,1,2,2,75,60,16,6,39,81,33,6,23,0,0,0,8,61,40,41,10,62,3,0,0,0,0,0,5,144,43,8,3,4,5,5,83,56,18,30,50,107,43,13,39,15,15,58,71,79,31,40,44,27,15,0,0,0,0,0,0,134,144,108,9,1,0,0,2,14,51,144,144,21,1,0,1,3,9,144,130,9,0,0,1,0,2,0,0,0,0,0,0,0,20,29,0,0,0,0,0,0,4,57,13,0,0,0,0,0,0,12,9,0,0,0,0,3
3.01E-05,7.46E-05,14.0432121,0,0,0,0,0,0,0,0,0,33,49,3,2,11,1,0,0,25,52,26,102,132,7,0,2,1,0,2,115,132,26,1,0,0,0,1,4,0,0,0,13,66,105,25,30,2,0,1,123,121,76,14,15,14,11,18,21,2,0,1,88,132,52,18,0,10,14,6,10,1,0,0,45,21,25,26,88,13,4,14,132,41,4,3,5,4,2,49,51,9,4,21,116,34,5,20,8,34,13,1,0,5,13,4,24,88,36,4,5,4,3,4,122,132,38,5,1,0,0,3,15,38,96,70,17,1,0,1,3
0.00263363,0.454573326,5.406305422,0,0,0,0,0,0,0,3,1,0,0,0,0,2,43,26,0,0,0,0,0,23,55,4,48,7,0,0,0,4,4,5,39,2,0,0,0,0,0,21,138,33,9,10,12,29,138,138,11,7,9,56,138,138,138,45,17,13,6,11,35,21,6,5,40,21,0,0,0,0,0,2,138,138,138,48,10,5,7,35,10,30,138,138,138,20,7,8,8,5,4,27,27,1,0,0,0,3,0,0,0,0,0,0,1,20,39,4,0,0,0,0,0,2,33,21,0,0,0,0,7,0,0,2,0,0,0,10,3
0.001811584,0.215093773,8.859627811,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,12,0,0,0,0,0,1,64,21,0,0,0,0,2,21,40,4,19,1,0,0,0,0,0,12,96,2,0,0,0,0,97,155,10,0,0,0,6,20,155,130,0,0,0,0,110,143,103,14,50,4,0,0,0,0,0,2,155,27,0,0,1,1,10,48,74,5,2,2,35,13,38,24,0,0,1,1,155,84,5,1,28,5,0,0,0,0,0,0,155,61,0,0,0,0,0,0,86,18,1,1,28,10,0,0,0,0,1,1,134,52,0,0,3
0.002396132,0.376286873,6.33028656,1,0,0,0,0,0,0,0,109,1,0,0,0,0,0,40,155,2,0,1,8,8,7,155,15,5,4,5,17,15,23,25,1,0,0,0,0,0,0,0,155,17,0,0,0,0,0,10,155,76,3,5,23,8,2,30,31,8,2,6,49,17,4,23,2,0,0,0,0,0,0,1,155,3,0,0,0,0,0,79,155,23,1,2,7,10,8,153,40,7,1,3,13,13,4,14,5,0,0,0,0,0,0,1,155,5,0,0,0,0,0,41,155,19,0,1,20,15,6,64,21,8,1,4,33,20,2,3,3
0.003050496,0.609862197,3.795887346,21,0,0,0,0,0,0,7,144,1,0,1,0,0,0,104,119,2,16,90,2,0,0,79,1,0,38,136,15,0,0,2,53,1,0,0,0,0,0,8,144,23,10,17,5,0,0,58,73,9,50,144,75,0,0,12,0,9,144,110,11,0,0,0,35,13,0,0,0,0,0,1,142,144,66,34,4,0,0,2,10,25,62,144,79,0,0,0,0,3,38,35,14,0,0,0,1,4,0,0,0,0,0,0,2,31,34,5,0,0,0,0,0,4,29,32,3,0,0,0,0,0,0,3,1,0,0,0,3
1.85E-05,3.76E-05,14.98082694,12,12,36,136,37,6,17,9,43,45,79,136,23,7,45,40,136,96,17,2,0,2,3,34,100,36,4,1,3,7,11,19,20,18,86,118,20,6,20,20,43,46,84,107,17,8,68,43,136,127,34,11,5,9,6,33,136,52,1,9,36,14,4,10,4,3,7,15,6,2,8,12,52,14,27,72,33,0,0,10,136,30,9,6,8,10,6,60,116,18,1,4,30,23,14,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,0,0,1,6,9,0,0,0,2,3,2,15,3
0.002460086,0.396640725,5.758654332,14,18,6,1,9,50,5,3,53,45,1,0,1,6,11,24,39,48,8,15,12,3,32,66,9,52,76,35,22,3,3,4,31,133,8,1,6,31,2,1,24,91,15,3,28,39,1,2,100,131,13,13,15,14,9,18,11,22,13,21,38,120,20,8,25,133,32,1,1,2,0,0,31,133,90,7,18,17,3,11,133,83,7,0,1,6,7,37,38,47,33,2,7,123,21,11,0,39,13,0,0,0,0,0,31,133,30,0,0,0,0,0,57,133,28,3,0,0,0,1,3,80,115,12,3,3,0,0,3
7.34E-05,0.000368008,13.60315857,0,0,0,0,4,0,0,0,1,0,0,1,4,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,67,107,6,0,0,37,13,10,114,70,0,0,1,142,37,1,10,6,0,0,4,82,10,0,1,16,1,0,2,0,0,35,142,116,10,4,0,87,8,47,137,16,3,9,30,142,28,5,6,1,0,0,64,73,67,11,6,20,0,0,2,3,1,4,33,49,96,93,3,38,1,6,8,2,23,142,113,120,9,14,19,9,0,9,128,13,77,50,20,8,0,0,1,3
0.002283165,0.341644145,6.926535153,134,45,2,1,0,0,0,0,94,35,14,28,22,6,1,2,134,23,3,3,5,9,5,18,9,0,0,0,15,58,11,8,134,27,0,0,0,0,0,1,134,12,0,0,31,19,7,10,134,10,0,0,5,7,5,28,31,4,0,0,1,47,39,20,134,27,0,0,0,0,0,5,134,29,3,3,8,38,27,25,134,56,16,2,3,13,10,22,28,72,34,2,1,4,7,4,93,74,0,0,0,0,0,0,128,134,9,8,6,7,3,2,12,39,61,19,18,23,3,2,1,110,88,3,2,3,1,0,3
0.002407272,0.379793634,6.219647132,0,0,0,0,0,0,0,1,55,0,0,0,0,0,0,70,125,1,0,0,0,0,0,125,79,15,14,4,0,0,5,102,11,1,0,0,0,0,0,5,125,23,3,1,0,0,3,125,91,14,36,50,3,2,11,125,24,27,125,47,0,0,0,8,10,5,0,0,0,0,0,0,125,125,37,4,0,0,0,15,32,101,125,115,1,1,2,14,7,7,105,56,0,0,35,45,0,1,0,0,0,0,0,0,2,42,8,0,0,0,0,0,15,121,36,3,0,0,1,7,21,78,93,4,0,0,18,36,3
0.001740469,0.198539142,8.526423078,42,40,3,6,64,20,1,4,130,63,5,6,13,18,9,41,10,12,12,20,52,91,19,13,54,84,8,2,2,9,13,24,97,39,24,16,40,25,4,18,130,24,2,2,10,22,9,58,33,8,3,6,58,130,26,18,52,4,1,1,8,34,32,35,130,95,44,9,4,0,0,2,130,130,10,3,2,2,1,8,50,69,22,33,65,30,5,6,18,28,18,26,40,12,11,5,130,29,0,0,0,0,0,11,130,60,0,0,0,0,0,4,121,22,1,17,49,17,3,11,7,20,4,22,65,21,3,1,3
0.001849435,0.224175158,8.514229439,1,0,0,0,0,0,26,139,3,1,2,0,0,0,139,139,35,2,1,0,0,0,139,139,49,2,0,0,0,0,63,139,4,0,1,1,2,7,84,139,27,17,37,9,2,4,45,139,139,22,11,1,0,0,25,61,75,3,2,0,0,0,1,31,1,0,1,6,27,35,56,46,15,2,4,4,5,14,75,37,139,8,1,0,0,0,17,47,68,7,5,1,0,0,1,13,2,0,1,3,6,5,28,27,0,0,0,0,1,4,73,45,47,3,0,0,1,7,29,26,35,11,7,1,0,0,0,3,3
0.000749153,0.036796027,11.82887625,66,0,0,0,0,0,0,0,212,4,0,0,0,0,0,5,100,1,0,0,6,13,4,9,0,0,0,0,3,6,21,23,84,0,0,0,0,0,0,1,212,4,0,0,0,0,0,17,128,5,2,5,1,5,6,17,22,3,1,1,0,2,7,28,84,1,0,0,0,0,0,0,212,13,0,0,0,0,0,12,125,10,3,4,0,0,10,32,16,3,9,5,0,0,4,18,62,2,0,0,0,0,0,0,212,43,0,0,0,0,0,7,92,35,19,4,0,0,3,13,0,1,21,13,2,4,3,3,3
0.000408773,0.010966024,13.35588398,58,10,0,0,0,0,0,0,135,98,5,0,0,0,0,1,59,68,12,0,0,0,2,19,14,22,9,0,0,1,8,21,23,16,0,0,0,0,0,1,133,135,14,0,0,0,0,20,135,114,7,0,0,0,3,50,23,1,0,0,0,1,18,47,16,3,0,0,0,0,0,5,135,60,0,0,0,0,6,135,135,49,0,0,0,0,5,135,21,3,1,1,1,0,2,25,13,3,0,0,0,0,0,2,135,87,0,0,0,0,1,72,135,109,3,1,0,0,1,62,15,16,5,5,1,0,0,2,3
0.002515155,0.414596265,5.703368907,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,9,4,0,0,0,0,0,28,44,18,0,0,7,2,0,2,93,18,0,0,0,0,0,0,12,75,2,0,0,1,2,93,142,6,0,0,10,31,30,146,73,5,0,0,30,23,7,19,41,45,5,0,0,0,0,0,2,146,35,1,2,7,7,17,64,38,5,1,26,93,88,81,30,5,0,0,14,24,24,144,38,34,2,0,0,0,0,0,1,146,13,0,0,0,6,19,93,80,2,0,0,3,97,146,82,0,0,0,12,47,47,146,46,3
0.002045423,0.274201947,7.453213657,0,0,0,0,0,0,0,1,1,0,0,0,0,0,26,18,158,1,0,0,0,0,46,43,158,21,0,0,0,0,2,26,21,0,0,0,0,0,0,7,145,4,0,0,0,0,92,158,57,2,2,3,1,1,158,158,112,43,24,5,0,0,26,75,43,1,0,0,0,0,0,1,158,30,1,1,0,0,6,29,85,15,8,36,13,2,31,18,6,12,39,45,4,1,5,11,32,1,0,0,0,0,0,1,158,19,1,0,0,0,1,27,61,12,3,15,12,15,6,16,8,0,1,8,6,11,10,43,3
0.001733336,0.196915044,8.340615819,77,17,0,0,0,0,0,1,106,23,1,2,3,35,27,18,31,19,9,7,2,28,22,5,2,26,20,10,2,5,2,0,67,20,0,0,0,0,0,2,146,54,5,2,7,56,66,99,32,9,8,14,121,146,73,31,9,12,6,7,28,22,6,20,58,6,0,0,0,0,0,2,146,146,103,9,8,7,3,21,24,95,146,59,143,77,4,6,22,7,11,5,42,42,6,18,30,3,0,0,0,0,0,1,111,34,19,1,8,4,1,11,25,60,49,5,10,6,1,2,8,23,39,7,7,6,1,1,3
0.002142824,0.300936488,7.306903806,1,0,0,0,0,0,12,9,0,0,0,0,0,2,52,9,0,0,0,0,0,12,53,1,0,0,0,0,0,7,11,0,30,0,0,0,1,3,32,89,66,1,0,0,2,16,131,131,9,1,0,0,9,118,131,30,1,1,0,0,2,131,131,1,72,1,0,0,43,21,18,127,131,29,0,1,38,17,15,54,53,19,4,7,96,51,37,13,6,25,26,8,37,106,47,2,73,0,0,8,77,12,2,67,131,8,0,2,37,6,4,93,29,5,5,18,115,23,1,14,10,18,34,14,33,18,2,1,3
0.001405216,0.129424741,9.654240051,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,21,0,0,0,0,0,0,86,36,0,0,0,0,0,3,139,39,19,0,0,0,0,0,0,13,91,1,0,0,0,0,61,146,18,0,0,0,0,0,146,146,26,4,0,0,0,9,146,146,51,6,0,0,0,0,0,3,146,48,0,0,0,0,3,53,131,16,0,0,0,0,14,68,87,21,0,0,0,1,4,24,23,3,0,0,0,0,0,24,146,25,0,0,0,0,1,65,134,10,1,1,1,0,0,27,71,6,1,0,0,0,0,23,3
0.001823821,0.21800912,7.980133079,4,2,1,1,82,63,9,7,1,0,0,0,73,124,65,12,4,0,0,0,13,50,124,60,0,0,0,0,34,58,27,1,12,14,8,11,18,40,10,3,24,3,1,17,100,110,34,15,100,14,0,18,121,51,54,70,1,0,0,15,124,53,8,2,7,4,2,9,30,17,9,6,30,5,1,19,124,14,1,2,124,28,3,25,121,34,4,18,2,2,1,28,124,46,1,1,5,18,7,6,23,5,3,3,13,5,1,8,123,19,1,3,72,31,4,31,77,28,7,24,1,2,1,35,124,38,2,1,3
0.001514363,0.150308659,9.424134335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,12,8,1,0,0,0,0,50,12,127,11,0,0,0,0,11,75,21,0,0,0,0,0,0,12,87,1,0,0,0,2,93,139,10,0,0,0,1,27,139,73,68,3,0,0,0,2,78,139,45,6,0,0,0,0,0,2,139,83,7,1,1,1,11,41,48,37,50,23,12,22,46,27,62,64,138,25,1,2,11,65,13,7,0,0,0,0,0,0,69,122,43,0,0,0,0,0,7,46,139,36,0,0,0,0,0,5,139,92,0,0,0,0,3
0.002565243,0.43127308,5.839487985,44,33,1,0,0,0,0,0,144,43,1,1,101,11,0,0,2,0,0,0,137,25,11,0,0,0,0,0,1,2,16,0,64,4,0,0,0,0,0,0,144,11,0,0,32,40,33,23,14,0,0,0,41,124,144,11,0,0,0,0,0,48,144,0,48,1,0,0,0,0,8,34,144,15,0,0,0,2,13,74,83,20,3,3,4,46,109,19,0,0,5,11,7,46,128,2,27,1,0,0,0,1,68,93,117,23,0,0,0,1,14,82,31,72,24,12,3,2,1,4,0,3,20,53,5,2,0,0,3
0.002451505,0.393878595,6.188594079,29,0,0,0,0,0,0,2,153,4,1,6,4,0,0,20,92,8,7,153,83,0,0,3,0,0,3,138,89,0,0,0,45,1,0,0,0,0,0,3,153,28,5,13,28,0,0,29,60,9,5,144,153,0,0,5,0,0,0,51,50,0,0,0,22,10,0,0,0,0,0,0,126,149,74,26,8,0,0,2,11,30,78,153,119,0,0,0,0,0,0,13,24,0,0,0,0,1,0,0,0,0,0,0,1,14,15,2,0,0,0,0,0,2,16,15,1,0,0,0,0,0,0,2,0,0,0,0,3
0.002136811,0.299249986,7.101899085,0,0,0,0,0,0,1,3,17,1,0,0,0,0,31,34,138,58,4,0,0,0,28,45,87,60,39,79,1,0,0,3,40,1,0,0,0,0,1,23,138,9,1,2,1,3,129,138,61,13,4,10,30,43,138,123,22,17,31,37,15,12,7,9,70,15,0,0,0,0,0,3,138,138,34,8,2,2,9,44,21,65,79,49,43,27,18,12,0,8,7,7,21,59,3,1,13,11,0,0,0,0,0,0,138,118,8,0,0,0,1,13,73,54,30,2,15,28,17,32,0,47,17,6,12,15,1,0,3
0.001847091,0.223607411,8.099685707,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,15,0,0,0,0,0,0,72,22,0,0,0,0,0,3,99,14,17,0,0,0,0,0,0,10,118,2,0,0,0,0,98,175,14,0,0,1,2,5,175,143,0,0,2,5,2,16,175,54,46,4,0,0,0,0,0,2,175,42,0,0,0,0,10,61,98,15,1,19,33,9,56,30,0,2,10,29,17,4,21,4,27,4,0,0,0,0,0,0,175,71,0,0,0,0,0,0,98,32,2,16,34,4,0,0,1,5,8,23,32,2,0,0,3
0.00207496,0.282177871,7.76785488,26,0,0,0,0,0,0,5,178,0,0,0,0,0,0,103,153,9,12,4,0,0,0,76,1,11,26,6,1,0,0,2,53,0,0,0,0,0,0,5,178,5,0,0,0,0,0,57,162,9,5,2,3,6,1,23,1,8,8,3,4,7,3,0,56,5,0,0,0,0,0,1,178,83,0,0,0,0,0,8,122,79,13,0,0,1,0,2,3,16,5,1,10,6,1,0,25,5,0,0,0,0,0,0,178,81,0,0,0,0,0,0,117,80,3,0,0,0,0,0,8,34,4,2,4,1,0,0,3
0.002348099,0.361352658,6.530146505,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1,40,89,0,0,0,0,23,113,148,2,0,0,0,5,148,142,13,1,0,0,0,0,0,0,0,148,9,0,0,0,0,0,20,148,55,1,2,6,10,14,66,20,11,2,5,58,120,25,7,2,0,0,0,0,0,0,0,148,9,0,0,0,0,0,25,148,46,1,2,2,0,0,35,29,12,5,21,30,13,0,1,1,0,0,0,0,0,0,0,84,43,0,0,0,0,0,2,148,135,0,0,1,0,0,4,37,15,2,8,19,25,9,4,3
0.002661601,0.464280023,5.211155831,42,0,0,0,0,0,0,8,136,13,7,2,0,1,3,68,30,10,41,93,43,10,10,21,0,0,3,118,113,4,1,0,76,5,0,0,0,0,0,9,136,48,12,8,7,15,22,109,18,9,18,116,136,62,27,24,0,0,0,77,99,1,0,0,32,23,0,0,0,0,0,0,122,136,132,29,4,2,1,8,7,27,136,136,88,5,2,2,0,0,1,40,32,0,0,0,0,2,0,0,0,0,0,0,0,16,29,2,0,0,0,0,0,1,30,16,0,0,0,0,0,0,1,3,0,0,0,0,3
